cid,sig_id,cell_id,pert_id,drugName,drugClass,drugLabel
REP.A009_A375_24H:C13,REP.A009_A375_24H:C13,A375,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_A375_24H:C14,REP.A009_A375_24H:C14,A375,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_A375_24H:C15,REP.A009_A375_24H:C15,A375,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_A375_24H:C16,REP.A009_A375_24H:C16,A375,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_A375_24H:C17,REP.A009_A375_24H:C17,A375,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_A375_24H:C18,REP.A009_A375_24H:C18,A375,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_A375_24H:C20,REP.A009_A375_24H:C20,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:C21,REP.A009_A375_24H:C21,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:C22,REP.A009_A375_24H:C22,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:C23,REP.A009_A375_24H:C23,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:C24,REP.A009_A375_24H:C24,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:D01,REP.A009_A375_24H:D01,A375,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_A375_24H:D02,REP.A009_A375_24H:D02,A375,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_A375_24H:D03,REP.A009_A375_24H:D03,A375,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_A375_24H:D04,REP.A009_A375_24H:D04,A375,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_A375_24H:D05,REP.A009_A375_24H:D05,A375,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_A375_24H:D06,REP.A009_A375_24H:D06,A375,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_A375_24H:D19,REP.A009_A375_24H:D19,A375,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_A375_24H:D20,REP.A009_A375_24H:D20,A375,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_A375_24H:D21,REP.A009_A375_24H:D21,A375,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_A375_24H:D22,REP.A009_A375_24H:D22,A375,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_A375_24H:D23,REP.A009_A375_24H:D23,A375,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_A375_24H:D24,REP.A009_A375_24H:D24,A375,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_A375_24H:E01,REP.A009_A375_24H:E01,A375,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_A375_24H:E02,REP.A009_A375_24H:E02,A375,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_A375_24H:E03,REP.A009_A375_24H:E03,A375,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_A375_24H:E04,REP.A009_A375_24H:E04,A375,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_A375_24H:E05,REP.A009_A375_24H:E05,A375,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_A375_24H:E06,REP.A009_A375_24H:E06,A375,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_A375_24H:E07,REP.A009_A375_24H:E07,A375,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_A375_24H:E08,REP.A009_A375_24H:E08,A375,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_A375_24H:E09,REP.A009_A375_24H:E09,A375,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_A375_24H:E10,REP.A009_A375_24H:E10,A375,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_A375_24H:E11,REP.A009_A375_24H:E11,A375,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_A375_24H:E12,REP.A009_A375_24H:E12,A375,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_A375_24H:F07,REP.A009_A375_24H:F07,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:F08,REP.A009_A375_24H:F08,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:F09,REP.A009_A375_24H:F09,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:F10,REP.A009_A375_24H:F10,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:F11,REP.A009_A375_24H:F11,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:F12,REP.A009_A375_24H:F12,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:G01,REP.A009_A375_24H:G01,A375,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_A375_24H:G02,REP.A009_A375_24H:G02,A375,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_A375_24H:G03,REP.A009_A375_24H:G03,A375,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_A375_24H:G04,REP.A009_A375_24H:G04,A375,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_A375_24H:G05,REP.A009_A375_24H:G05,A375,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_A375_24H:G06,REP.A009_A375_24H:G06,A375,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_A375_24H:G07,REP.A009_A375_24H:G07,A375,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_A375_24H:G08,REP.A009_A375_24H:G08,A375,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_A375_24H:G09,REP.A009_A375_24H:G09,A375,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_A375_24H:G10,REP.A009_A375_24H:G10,A375,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_A375_24H:G11,REP.A009_A375_24H:G11,A375,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_A375_24H:G12,REP.A009_A375_24H:G12,A375,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_A375_24H:G13,REP.A009_A375_24H:G13,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:G14,REP.A009_A375_24H:G14,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:G15,REP.A009_A375_24H:G15,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:G16,REP.A009_A375_24H:G16,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:G17,REP.A009_A375_24H:G17,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:H19,REP.A009_A375_24H:H19,A375,BRD-A28746609,paclitaxel,Antineoplastic Agents,1
REP.A009_A375_24H:H20,REP.A009_A375_24H:H20,A375,BRD-A28746609,paclitaxel,Antineoplastic Agents,1
REP.A009_A375_24H:H21,REP.A009_A375_24H:H21,A375,BRD-A28746609,paclitaxel,Antineoplastic Agents,1
REP.A009_A375_24H:H22,REP.A009_A375_24H:H22,A375,BRD-A28746609,paclitaxel,Antineoplastic Agents,1
REP.A009_A375_24H:H23,REP.A009_A375_24H:H23,A375,BRD-A28746609,paclitaxel,Antineoplastic Agents,1
REP.A009_A375_24H:H24,REP.A009_A375_24H:H24,A375,BRD-A28746609,paclitaxel,Antineoplastic Agents,1
REP.A009_A375_24H:I19,REP.A009_A375_24H:I19,A375,BRD-A31095847,mozavaptan,Cardiovascular Agents,3
REP.A009_A375_24H:I20,REP.A009_A375_24H:I20,A375,BRD-A31095847,mozavaptan,Cardiovascular Agents,3
REP.A009_A375_24H:I21,REP.A009_A375_24H:I21,A375,BRD-A31095847,mozavaptan,Cardiovascular Agents,3
REP.A009_A375_24H:I22,REP.A009_A375_24H:I22,A375,BRD-A31095847,mozavaptan,Cardiovascular Agents,3
REP.A009_A375_24H:I23,REP.A009_A375_24H:I23,A375,BRD-A31095847,mozavaptan,Cardiovascular Agents,3
REP.A009_A375_24H:I24,REP.A009_A375_24H:I24,A375,BRD-A31095847,mozavaptan,Cardiovascular Agents,3
REP.A009_A375_24H:J14,REP.A009_A375_24H:J14,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:J15,REP.A009_A375_24H:J15,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:J16,REP.A009_A375_24H:J16,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:J17,REP.A009_A375_24H:J17,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:J18,REP.A009_A375_24H:J18,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_A375_24H:J19,REP.A009_A375_24H:J19,A375,BRD-K31447894,pravastatin,Lipid Regulating Agents,13
REP.A009_A375_24H:J20,REP.A009_A375_24H:J20,A375,BRD-K31447894,pravastatin,Lipid Regulating Agents,13
REP.A009_A375_24H:J21,REP.A009_A375_24H:J21,A375,BRD-K31447894,pravastatin,Lipid Regulating Agents,13
REP.A009_A375_24H:J22,REP.A009_A375_24H:J22,A375,BRD-K31447894,pravastatin,Lipid Regulating Agents,13
REP.A009_A375_24H:J23,REP.A009_A375_24H:J23,A375,BRD-K31447894,pravastatin,Lipid Regulating Agents,13
REP.A009_A375_24H:J24,REP.A009_A375_24H:J24,A375,BRD-K31447894,pravastatin,Lipid Regulating Agents,13
REP.A009_A375_24H:K01,REP.A009_A375_24H:K01,A375,BRD-K32107296,temozolomide,Antineoplastic Agents,1
REP.A009_A375_24H:K02,REP.A009_A375_24H:K02,A375,BRD-K32107296,temozolomide,Antineoplastic Agents,1
REP.A009_A375_24H:K03,REP.A009_A375_24H:K03,A375,BRD-K32107296,temozolomide,Antineoplastic Agents,1
REP.A009_A375_24H:K04,REP.A009_A375_24H:K04,A375,BRD-K32107296,temozolomide,Antineoplastic Agents,1
REP.A009_A375_24H:K05,REP.A009_A375_24H:K05,A375,BRD-K32107296,temozolomide,Antineoplastic Agents,1
REP.A009_A375_24H:K06,REP.A009_A375_24H:K06,A375,BRD-K32107296,temozolomide,Antineoplastic Agents,1
REP.A009_A375_24H:M01,REP.A009_A375_24H:M01,A375,BRD-K32977963,eugenol,Anti-Infective Agents,2
REP.A009_A375_24H:M02,REP.A009_A375_24H:M02,A375,BRD-K32977963,eugenol,Anti-Infective Agents,2
REP.A009_A375_24H:M03,REP.A009_A375_24H:M03,A375,BRD-K32977963,eugenol,Anti-Infective Agents,2
REP.A009_A375_24H:M04,REP.A009_A375_24H:M04,A375,BRD-K32977963,eugenol,Anti-Infective Agents,2
REP.A009_A375_24H:M05,REP.A009_A375_24H:M05,A375,BRD-K32977963,eugenol,Anti-Infective Agents,2
REP.A009_A375_24H:M06,REP.A009_A375_24H:M06,A375,BRD-K32977963,eugenol,Anti-Infective Agents,2
REP.A009_A375_24H:M07,REP.A009_A375_24H:M07,A375,BRD-K33106058,cytarabine,Anti-Infective Agents,2
REP.A009_A375_24H:M08,REP.A009_A375_24H:M08,A375,BRD-K33106058,cytarabine,Anti-Infective Agents,2
REP.A009_A375_24H:M09,REP.A009_A375_24H:M09,A375,BRD-K33106058,cytarabine,Anti-Infective Agents,2
REP.A009_A375_24H:M10,REP.A009_A375_24H:M10,A375,BRD-K33106058,cytarabine,Anti-Infective Agents,2
REP.A009_A375_24H:M11,REP.A009_A375_24H:M11,A375,BRD-K33106058,cytarabine,Anti-Infective Agents,2
REP.A009_A375_24H:M12,REP.A009_A375_24H:M12,A375,BRD-K33106058,cytarabine,Anti-Infective Agents,2
REP.A009_A375_24H:M19,REP.A009_A375_24H:M19,A375,BRD-A33692381,zidovudine,Anti-Infective Agents,2
REP.A009_A375_24H:M20,REP.A009_A375_24H:M20,A375,BRD-A33692381,zidovudine,Anti-Infective Agents,2
REP.A009_A375_24H:M21,REP.A009_A375_24H:M21,A375,BRD-A33692381,zidovudine,Anti-Infective Agents,2
REP.A009_A375_24H:M22,REP.A009_A375_24H:M22,A375,BRD-A33692381,zidovudine,Anti-Infective Agents,2
REP.A009_A375_24H:M23,REP.A009_A375_24H:M23,A375,BRD-A33692381,zidovudine,Anti-Infective Agents,2
REP.A009_A375_24H:M24,REP.A009_A375_24H:M24,A375,BRD-A33692381,zidovudine,Anti-Infective Agents,2
REP.A009_A375_24H:N01,REP.A009_A375_24H:N01,A375,BRD-A33084557,tioconazole,Anti-Infective Agents,2
REP.A009_A375_24H:N02,REP.A009_A375_24H:N02,A375,BRD-A33084557,tioconazole,Anti-Infective Agents,2
REP.A009_A375_24H:N03,REP.A009_A375_24H:N03,A375,BRD-A33084557,tioconazole,Anti-Infective Agents,2
REP.A009_A375_24H:N04,REP.A009_A375_24H:N04,A375,BRD-A33084557,tioconazole,Anti-Infective Agents,2
REP.A009_A375_24H:N05,REP.A009_A375_24H:N05,A375,BRD-A33084557,tioconazole,Anti-Infective Agents,2
REP.A009_A375_24H:N06,REP.A009_A375_24H:N06,A375,BRD-A33084557,tioconazole,Anti-Infective Agents,2
REP.A009_A375_24H:N07,REP.A009_A375_24H:N07,A375,BRD-K33127281,adapalene,Anti-Inflammatory Agents,0
REP.A009_A375_24H:N08,REP.A009_A375_24H:N08,A375,BRD-K33127281,adapalene,Anti-Inflammatory Agents,0
REP.A009_A375_24H:N09,REP.A009_A375_24H:N09,A375,BRD-K33127281,adapalene,Anti-Inflammatory Agents,0
REP.A009_A375_24H:N10,REP.A009_A375_24H:N10,A375,BRD-K33127281,adapalene,Anti-Inflammatory Agents,0
REP.A009_A375_24H:N11,REP.A009_A375_24H:N11,A375,BRD-K33127281,adapalene,Anti-Inflammatory Agents,0
REP.A009_A375_24H:N12,REP.A009_A375_24H:N12,A375,BRD-K33127281,adapalene,Anti-Inflammatory Agents,0
REP.A009_A375_24H:N19,REP.A009_A375_24H:N19,A375,BRD-A33697453,fenticonazole,Anti-Infective Agents,2
REP.A009_A375_24H:N20,REP.A009_A375_24H:N20,A375,BRD-A33697453,fenticonazole,Anti-Infective Agents,2
REP.A009_A375_24H:N21,REP.A009_A375_24H:N21,A375,BRD-A33697453,fenticonazole,Anti-Infective Agents,2
REP.A009_A375_24H:N22,REP.A009_A375_24H:N22,A375,BRD-A33697453,fenticonazole,Anti-Infective Agents,2
REP.A009_A375_24H:N23,REP.A009_A375_24H:N23,A375,BRD-A33697453,fenticonazole,Anti-Infective Agents,2
REP.A009_A375_24H:N24,REP.A009_A375_24H:N24,A375,BRD-A33697453,fenticonazole,Anti-Infective Agents,2
REP.A009_A375_24H:O07,REP.A009_A375_24H:O07,A375,BRD-A34255068,rolipram,Central Nervous System Agents,4
REP.A009_A375_24H:O08,REP.A009_A375_24H:O08,A375,BRD-A34255068,rolipram,Central Nervous System Agents,4
REP.A009_A375_24H:O09,REP.A009_A375_24H:O09,A375,BRD-A34255068,rolipram,Central Nervous System Agents,4
REP.A009_A375_24H:O10,REP.A009_A375_24H:O10,A375,BRD-A34255068,rolipram,Central Nervous System Agents,4
REP.A009_A375_24H:O11,REP.A009_A375_24H:O11,A375,BRD-A34255068,rolipram,Central Nervous System Agents,4
REP.A009_A375_24H:O12,REP.A009_A375_24H:O12,A375,BRD-A34255068,rolipram,Central Nervous System Agents,4
REP.A009_A375_24H:O13,REP.A009_A375_24H:O13,A375,BRD-K34157611,cimetidine,Gastrointestinal Agents,10
REP.A009_A375_24H:O14,REP.A009_A375_24H:O14,A375,BRD-K34157611,cimetidine,Gastrointestinal Agents,10
REP.A009_A375_24H:O15,REP.A009_A375_24H:O15,A375,BRD-K34157611,cimetidine,Gastrointestinal Agents,10
REP.A009_A375_24H:O16,REP.A009_A375_24H:O16,A375,BRD-K34157611,cimetidine,Gastrointestinal Agents,10
REP.A009_A375_24H:O17,REP.A009_A375_24H:O17,A375,BRD-K34157611,cimetidine,Gastrointestinal Agents,10
REP.A009_A375_24H:O18,REP.A009_A375_24H:O18,A375,BRD-K34157611,cimetidine,Gastrointestinal Agents,10
REP.A009_A375_24H:P13,REP.A009_A375_24H:P13,A375,BRD-K34888156,theobromine,Cardiovascular Agents,3
REP.A009_A375_24H:P14,REP.A009_A375_24H:P14,A375,BRD-K34888156,theobromine,Cardiovascular Agents,3
REP.A009_A375_24H:P15,REP.A009_A375_24H:P15,A375,BRD-K34888156,theobromine,Cardiovascular Agents,3
REP.A009_A375_24H:P16,REP.A009_A375_24H:P16,A375,BRD-K34888156,theobromine,Cardiovascular Agents,3
REP.A009_A375_24H:P17,REP.A009_A375_24H:P17,A375,BRD-K34888156,theobromine,Cardiovascular Agents,3
REP.A009_A375_24H:P18,REP.A009_A375_24H:P18,A375,BRD-K34888156,theobromine,Cardiovascular Agents,3
REP.A009_A375_24H:C19,REP.A009_A375_24H:C19,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:G18,REP.A009_A375_24H:G18,A375,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_A375_24H:J13,REP.A009_A375_24H:J13,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:A03,REP.A009_MCF7_24H:A03,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:A04,REP.A009_MCF7_24H:A04,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:A05,REP.A009_MCF7_24H:A05,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:A06,REP.A009_MCF7_24H:A06,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:A19,REP.A009_MCF7_24H:A19,MCF7,BRD-K28307902,flutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:A20,REP.A009_MCF7_24H:A20,MCF7,BRD-K28307902,flutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:A21,REP.A009_MCF7_24H:A21,MCF7,BRD-K28307902,flutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:A22,REP.A009_MCF7_24H:A22,MCF7,BRD-K28307902,flutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:A23,REP.A009_MCF7_24H:A23,MCF7,BRD-K28307902,flutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:A24,REP.A009_MCF7_24H:A24,MCF7,BRD-K28307902,flutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:B03,REP.A009_MCF7_24H:B03,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:B04,REP.A009_MCF7_24H:B04,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:B05,REP.A009_MCF7_24H:B05,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:B06,REP.A009_MCF7_24H:B06,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:C13,REP.A009_MCF7_24H:C13,MCF7,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_MCF7_24H:C14,REP.A009_MCF7_24H:C14,MCF7,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_MCF7_24H:C15,REP.A009_MCF7_24H:C15,MCF7,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_MCF7_24H:C16,REP.A009_MCF7_24H:C16,MCF7,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_MCF7_24H:C17,REP.A009_MCF7_24H:C17,MCF7,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_MCF7_24H:C18,REP.A009_MCF7_24H:C18,MCF7,BRD-K28936863,ketotifen,Anti-Allergic Agents,6
REP.A009_MCF7_24H:C19,REP.A009_MCF7_24H:C19,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:C20,REP.A009_MCF7_24H:C20,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:C21,REP.A009_MCF7_24H:C21,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:C22,REP.A009_MCF7_24H:C22,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:C23,REP.A009_MCF7_24H:C23,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:C24,REP.A009_MCF7_24H:C24,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:D01,REP.A009_MCF7_24H:D01,MCF7,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_MCF7_24H:D02,REP.A009_MCF7_24H:D02,MCF7,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_MCF7_24H:D03,REP.A009_MCF7_24H:D03,MCF7,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_MCF7_24H:D04,REP.A009_MCF7_24H:D04,MCF7,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_MCF7_24H:D05,REP.A009_MCF7_24H:D05,MCF7,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_MCF7_24H:D06,REP.A009_MCF7_24H:D06,MCF7,BRD-K28456624,seocalcitol,Antineoplastic Agents,1
REP.A009_MCF7_24H:D19,REP.A009_MCF7_24H:D19,MCF7,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_MCF7_24H:D20,REP.A009_MCF7_24H:D20,MCF7,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_MCF7_24H:D21,REP.A009_MCF7_24H:D21,MCF7,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_MCF7_24H:D22,REP.A009_MCF7_24H:D22,MCF7,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_MCF7_24H:D23,REP.A009_MCF7_24H:D23,MCF7,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_MCF7_24H:D24,REP.A009_MCF7_24H:D24,MCF7,BRD-K29458283,chlorambucil,Antineoplastic Agents,1
REP.A009_MCF7_24H:E01,REP.A009_MCF7_24H:E01,MCF7,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:E02,REP.A009_MCF7_24H:E02,MCF7,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:E03,REP.A009_MCF7_24H:E03,MCF7,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:E04,REP.A009_MCF7_24H:E04,MCF7,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:E05,REP.A009_MCF7_24H:E05,MCF7,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:E06,REP.A009_MCF7_24H:E06,MCF7,BRD-A29485665,bicalutamide,Antineoplastic Agents,1
REP.A009_MCF7_24H:E07,REP.A009_MCF7_24H:E07,MCF7,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_MCF7_24H:E08,REP.A009_MCF7_24H:E08,MCF7,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_MCF7_24H:E09,REP.A009_MCF7_24H:E09,MCF7,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_MCF7_24H:E10,REP.A009_MCF7_24H:E10,MCF7,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_MCF7_24H:E11,REP.A009_MCF7_24H:E11,MCF7,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_MCF7_24H:E12,REP.A009_MCF7_24H:E12,MCF7,BRD-K29530284,amlexanox,Anti-Allergic Agents,6
REP.A009_MCF7_24H:F07,REP.A009_MCF7_24H:F07,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:F08,REP.A009_MCF7_24H:F08,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:F09,REP.A009_MCF7_24H:F09,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:F10,REP.A009_MCF7_24H:F10,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:F11,REP.A009_MCF7_24H:F11,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:F12,REP.A009_MCF7_24H:F12,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A009_MCF7_24H:G01,REP.A009_MCF7_24H:G01,MCF7,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_MCF7_24H:G02,REP.A009_MCF7_24H:G02,MCF7,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_MCF7_24H:G03,REP.A009_MCF7_24H:G03,MCF7,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_MCF7_24H:G04,REP.A009_MCF7_24H:G04,MCF7,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_MCF7_24H:G05,REP.A009_MCF7_24H:G05,MCF7,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_MCF7_24H:G06,REP.A009_MCF7_24H:G06,MCF7,BRD-K30563334,rifabutin,Anti-Infective Agents,2
REP.A009_MCF7_24H:G07,REP.A009_MCF7_24H:G07,MCF7,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_MCF7_24H:G08,REP.A009_MCF7_24H:G08,MCF7,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_MCF7_24H:G09,REP.A009_MCF7_24H:G09,MCF7,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_MCF7_24H:G10,REP.A009_MCF7_24H:G10,MCF7,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_MCF7_24H:G11,REP.A009_MCF7_24H:G11,MCF7,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_MCF7_24H:G12,REP.A009_MCF7_24H:G12,MCF7,BRD-A30815329,felodipine,Cardiovascular Agents,3
REP.A009_MCF7_24H:G13,REP.A009_MCF7_24H:G13,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:G14,REP.A009_MCF7_24H:G14,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:G15,REP.A009_MCF7_24H:G15,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:G16,REP.A009_MCF7_24H:G16,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:G17,REP.A009_MCF7_24H:G17,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:G18,REP.A009_MCF7_24H:G18,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A009_MCF7_24H:H19,REP.A009_MCF7_24H:H19,MCF7,BRD-A28746609,paclitaxel,Antineoplastic Agents,1
REP.A009_MCF7_24H:H20,REP.A009_MCF7_24H:H20,MCF7,BRD-A28746609,paclitaxel,Antineoplastic Agents,1
REP.A009_MCF7_24H:H21,REP.A009_MCF7_24H:H21,MCF7,BRD-A28746609,paclitaxel,Antineoplastic Agents,1
